id_commande,date_commande,date_livraison,montant_€,retard_jours,satisfaction_1-5,retard,jour_semaine_commande,mois_commande,fournisseur_BioMedica,fournisseur_ClinLab Services,fournisseur_GlobalMeds,fournisseur_HealthTech Group,fournisseur_MedSupply SAS,fournisseur_PharmOne Europe,fournisseur_PharmaCore,fournisseur_Sanitech,fournisseur_VitalLab,catégorie_achat_Entretien,catégorie_achat_Formation,catégorie_achat_Informatique,catégorie_achat_Logistique,catégorie_achat_Matériel labo,catégorie_achat_Médicaments,catégorie_achat_Services externes,catégorie_achat_Sécurité,catégorie_achat_Équipements médicaux,statut_En cours,statut_Reçu,risque_retard
1045,2025-02-26,2025-02-24,3605.24,0,3.5,0,2,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.4751558657280389
1046,2025-03-26,2025-04-04,3765.57,4,2.8,1,2,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.5479205617324094
1047,2025-01-01,2025-01-02,16449.94,0,3.3,0,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.4828630981807935
1048,2025-03-28,2025-04-08,7139.73,6,3.4,1,4,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.3999260706125525
1049,2025-06-05,2025-06-17,18990.17,7,4.7,1,3,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6324918441883092
1050,2025-03-21,2025-03-23,14472.7,0,3.4,0,4,3,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.4595339272333438
1051,2025-06-13,2025-06-26,11825.38,8,2.3,1,4,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.48113625936558624
1052,2025-04-15,2025-04-30,16180.9,10,2.7,1,1,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.515229235609082
1053,2025-02-09,2025-02-18,878.4,4,4.9,1,6,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.6247273150773806
1054,2025-06-30,2025-07-04,4467.0,0,3.3,0,0,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.5070344972456219
1055,2025-03-20,2025-03-21,4109.84,0,3.6,0,3,3,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0.42528946976463405
1056,2025-01-11,2025-01-11,3650.78,0,2.4,0,5,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,0.41535573065313103
1057,2025-06-08,2025-06-16,19585.84,3,2.1,1,6,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.5117544633959553
1058,2025-03-09,2025-03-12,15275.68,0,4.2,0,6,3,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0.4193033100157783
1059,2025-01-03,2025-01-01,18705.26,0,4.7,0,4,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.5283713837791765
1060,2025-02-11,2025-02-22,4398.0,6,3.3,1,1,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.5033015618544114
1061,2025-01-19,2025-01-28,13291.54,4,2.8,1,6,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0.5288441383601498
1062,2025-02-09,2025-02-16,14848.45,2,2.7,1,6,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.4951703771129498
1063,2025-02-09,2025-02-07,12253.62,0,1.7,0,6,2,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,0.6142417969154925
1064,2025-06-01,2025-06-16,15428.81,10,1.6,1,6,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.628360215318843
1065,2025-02-19,2025-02-27,13265.34,3,4.4,1,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.42908410990229773
1066,2025-01-01,2025-01-01,1827.4,0,4.1,0,2,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.5374038281573827
1067,2025-01-10,2025-01-20,823.75,5,3.0,1,4,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0.5211768932614
1068,2025-05-24,2025-06-04,16607.76,6,4.2,1,5,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.47567854962215905
1069,2025-04-13,2025-04-19,16471.77,1,3.8,1,6,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5315628741268039
1070,2025-01-28,2025-02-06,12019.77,4,3.6,1,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.48852879273898964
1071,2025-05-22,2025-05-27,6317.03,0,4.9,0,3,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.40301762149095316
1072,2025-06-03,2025-06-03,16622.17,0,4.5,0,1,6,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.41787296759174275
1073,2025-01-09,2025-01-23,15598.82,9,3.9,1,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.49060699459116375
1074,2025-05-02,2025-05-05,18395.76,0,4.8,0,4,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.40150010224426247
1075,2025-04-29,2025-05-02,14310.19,0,3.7,0,1,4,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.5378833147014994
1076,2025-05-27,2025-06-06,19868.33,5,2.5,1,1,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.5028708106921691
1077,2025-05-26,2025-06-04,3264.99,4,3.0,1,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,0.5134337485351147
1078,2025-06-19,2025-06-20,6820.25,0,2.3,0,3,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.6622655586326577
1079,2025-01-03,2025-01-17,8359.79,9,2.4,1,4,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.5825019275225654
1080,2025-06-22,2025-07-02,16280.73,5,1.5,1,6,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.43629394347563427
1081,2025-03-28,2025-04-07,16524.12,5,1.9,1,4,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.4889895143380821
1082,2025-06-10,2025-06-22,18818.46,7,3.4,1,1,6,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.44044998070413016
1083,2025-06-10,2025-06-25,14068.08,10,2.8,1,1,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.5644865134881859
1084,2025-01-29,2025-02-02,11365.43,0,2.7,0,2,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0.48958015049552783
1085,2025-04-08,2025-04-14,19356.68,1,2.6,1,1,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.38328694383920414
1086,2025-03-03,2025-03-05,15007.3,0,1.4,0,0,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0.36102877192158417
1087,2025-02-09,2025-02-10,14610.59,0,2.2,0,6,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.5310694107758243
1088,2025-05-18,2025-06-01,14022.72,9,1.6,1,6,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.5833174991919488
1089,2025-01-13,2025-01-28,15314.23,10,4.4,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.5350435008356543
1090,2025-02-11,2025-02-19,17148.46,3,3.8,1,1,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.551087259440614
1091,2025-03-03,2025-03-07,1511.2,0,3.9,0,0,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.4873259049075829
1092,2025-06-18,2025-06-24,2296.34,1,4.3,1,2,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.410247832397072
1093,2025-04-19,2025-05-03,6647.38,9,4.9,1,5,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5578040803369995
1094,2025-02-15,2025-02-21,15330.96,1,2.4,1,5,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.5322143391647055
1095,2025-04-06,2025-04-16,19790.5,5,2.4,1,6,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0.38531968018960466
1096,2025-05-14,2025-05-14,5461.85,0,1.5,0,2,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0.4253215944106826
1097,2025-06-24,2025-06-26,16436.75,0,2.7,0,1,6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,0.39878686780123007
1098,2025-01-26,2025-02-07,18691.43,7,2.6,1,6,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0.5613642232010478
1099,2025-03-17,2025-03-23,11979.57,1,1.0,1,0,3,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0.469677065586122
1100,2025-02-14,2025-02-12,1950.83,0,3.3,0,4,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.5067488209171604
1101,2025-05-06,2025-05-19,15458.79,8,3.3,1,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.3931980359649523
1102,2025-05-14,2025-05-16,12298.36,0,4.2,0,2,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.49288262510995723
1103,2025-03-27,2025-04-03,16314.21,2,2.0,1,3,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5468924393185577
1104,2025-06-10,2025-06-18,17635.66,3,2.3,1,1,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.47531807191300185
1105,2025-04-17,2025-04-20,16551.08,0,1.6,0,3,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0.5762207576847082
1106,2025-06-13,2025-06-13,17726.95,0,4.4,0,4,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.43540501701144385
1107,2025-02-24,2025-02-24,11966.08,0,3.9,0,0,2,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.3131327706742478
1108,2025-04-26,2025-04-29,9314.71,0,1.4,0,5,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.41736484602017976
1109,2025-04-20,2025-04-19,14544.05,0,1.2,0,6,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.5906298990898935
1110,2025-06-15,2025-06-16,14581.87,0,1.9,0,6,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.6009050331236808
1111,2025-03-06,2025-03-17,13308.87,6,3.3,1,3,3,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.5801772662315069
1112,2025-03-05,2025-03-16,16603.94,6,4.4,1,2,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4968556694625931
1113,2025-06-16,2025-06-27,13874.82,6,4.4,1,0,6,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.48418074609742523
1114,2025-05-03,2025-05-08,7202.38,0,2.0,0,5,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.6045973444027725
1115,2025-04-23,2025-04-26,15780.18,0,3.9,0,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.49062498206966626
1116,2025-01-02,2025-01-09,4522.3,2,4.0,1,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0.4774943733832947
1117,2025-06-09,2025-06-19,13437.7,5,4.2,1,0,6,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.44881475996011805
1118,2025-05-13,2025-05-14,8736.38,0,1.2,0,1,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.5769922104720555
1119,2025-03-18,2025-03-27,5736.22,4,3.6,1,1,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.5275024331220521
1120,2025-03-14,2025-03-22,8383.31,3,2.8,1,4,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.5721804477695865
1121,2025-01-20,2025-01-18,18080.87,0,1.9,0,0,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.5869902445501892
1122,2025-02-07,2025-02-20,9644.48,8,4.9,1,4,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0.4552431131206274
1123,2025-03-27,2025-04-02,11364.51,1,2.4,1,3,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.507642816535401
1124,2025-01-02,2025-01-12,13392.46,5,2.4,1,3,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,0.5665040997232239
1125,2025-02-18,2025-02-24,15071.35,1,1.1,1,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5291975194000311
1126,2025-04-02,2025-04-12,3753.26,5,2.3,1,2,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6360185655937266
1127,2025-02-07,2025-02-08,4610.93,0,3.2,0,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.4822561416675164
1128,2025-06-02,2025-06-07,8048.69,0,2.0,0,0,6,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.4274189933125706
1129,2025-04-16,2025-04-21,7769.14,0,1.7,0,2,4,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.5352237437266666
1130,2025-03-04,2025-03-10,14178.11,1,2.7,1,1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.3941647761651882
1131,2025-04-09,2025-04-12,17835.82,0,4.1,0,2,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.5248738204791006
1132,2025-02-24,2025-03-09,761.3,8,2.0,1,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.5287959221101404
1133,2025-01-30,2025-02-10,3177.34,6,1.2,1,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.6801664361317633
1134,2025-06-19,2025-06-19,8381.17,0,4.7,0,3,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.614680428284299
1135,2025-04-15,2025-04-14,1438.15,0,1.7,0,1,4,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.5825864670978345
1136,2025-06-21,2025-07-04,5475.35,8,2.2,1,5,6,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.5642213280122231
1137,2025-05-03,2025-05-17,11808.54,9,2.5,1,5,5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.5695958741520417
1138,2025-05-01,2025-05-12,5885.64,6,3.4,1,3,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.6403207174308744
1139,2025-01-27,2025-01-29,15174.97,0,2.2,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.4065028540469744
1140,2025-03-17,2025-03-22,15690.51,0,4.4,0,0,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.4564947593910016
1141,2025-04-02,2025-04-05,12415.23,0,4.3,0,2,4,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.4920630450427781
1142,2025-02-16,2025-02-28,2657.51,7,2.4,1,6,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.640495978222954
1143,2025-01-18,2025-01-18,13275.58,0,3.3,0,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.5421168448461996
1144,2025-06-09,2025-06-08,9469.84,0,4.6,0,0,6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,0.3591397017204141
1145,2025-02-15,2025-03-01,13306.19,9,2.3,1,5,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.6635714364241719
1146,2025-06-22,2025-07-07,531.02,10,3.6,1,6,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.49563809814930443
1147,2025-04-20,2025-04-30,18548.22,5,3.8,1,6,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.4741208484173118
1148,2025-05-24,2025-06-01,11504.39,3,1.6,1,5,5,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.49135478562087037
1149,2025-06-03,2025-06-14,8672.07,6,3.1,1,1,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.5387531748481897
1150,2025-05-16,2025-05-17,18410.47,0,3.1,0,4,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.431130703218568
1151,2025-01-26,2025-01-30,7118.39,0,1.1,0,6,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5013258147712063
1152,2025-04-05,2025-04-09,18202.45,0,2.1,0,5,4,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.3610851912463339
1153,2025-03-26,2025-04-10,8897.62,10,2.8,1,2,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.5774878722942467
1154,2025-06-03,2025-06-03,5641.1,0,4.6,0,1,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.49003518913912475
1155,2025-05-12,2025-05-22,16854.62,5,1.4,1,0,5,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.46887871633602224
1156,2025-02-10,2025-02-24,7526.25,9,4.1,1,0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.599364473141613
1157,2025-06-27,2025-07-03,17367.3,1,1.6,1,4,6,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.6196149416674738
1158,2025-06-24,2025-07-01,13647.16,2,1.5,1,1,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.5428963975887002
1159,2025-03-04,2025-03-09,2009.78,0,2.1,0,1,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.5135574722698691
1160,2025-06-12,2025-06-19,9653.77,2,4.0,1,3,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.524361485284717
